question,label
2004년에 출원되었던 지식재산권 중 단열성 관련하여 출원된 지식재산권 알고싶어,Search
2006년에 수행한 과제 중 급성림프모구성백혈병 관련하여 수행한 과제는,Search
2009년에 수행한 인력양성 중에 뉴런소자 관련하여 수행한 인력양성,Search
안장혁 교수가 (학)인천가톨릭학원가톨릭관동대학교국제성모병원에서 등록한 논문 조회해주세요,Search
2002년부터 2019년까지 발생한 논문 중 계면 스핀 관련하여 발생한 논문,Search
2008년에 수행된 과제 중 농업기계화 관련하여 수행된 과제 알려주세요,Search
(주)선익시스템에서 최근 5년 동안 출원한 특허의 리스트를 열람하고 싶습니다,Search
2015년에 수행한 과제 중 교차위상변조 관련하여 수행한 과제는,Search
2008년에 수행된 과제 중에 갈조류 관련하여 수행된 과제를 조회하고 싶어,Search
1994년에 수행되었던 과제 중 불균일성 관련하여 수행한 과제 알려줘,Search
2003년에 수행한 과제 중에 감마선량률 관련하여 수행한 과제,Search
2002년부터 2021년까지 출원한 특허 중 대기양이온 관련하여 출원한 특허는,Search
2002년에 수행한 사업화 중에 동적네트워크분석 관련하여 수행한 사업화,Search
2017년에 출원한 특허 중 가우스 합 관련하여 출원한 특허,Search
1994년에 수행한 연수지원 중에 금속 기판 관련되어 수행한 연수지원,Search
1995년에 발생한 기술료 중 복합 방사 관련되어 발생한 기술료,Search
울산과학기술대학교 소속 김민희 교수가 가장 최근 작성한 논문 알려줘,Search
작년 농업회사법인디에스에프에서 수행한 과제 검색해주세요,Search
1996년에 수행되었던 인력양성 중 도축장 관련하여 수행된 인력양성 조회해줘,Search
대진대학교 산학협력단 소속 나채인 교수가 가장 최근 수행한 과제를 조회하고 싶습니다,Search
대원제약(주)에서 2007년 2008년 수행한 과제 리스트 보고싶어요,Search
(재단)한국건설생활환경시험연구원에서 2006년부터 7년 동안 수행한 과제 리스트,Search
최근 7년 동안 수행한 인력양성 중에 동적 재구성 관련하여 수행한 인력양성,Search
2019년에 수행한 연수지원 중에 기능적 분석 관련되어 수행한 연수지원,Search
2011년부터 2018년까지 수행된 과제 중에 관절염 관련하여 수행된 과제 검색하고싶어요,Search
1999년부터 2016년까지 발생한 기술료 중에 동적 수요 관련하여 발생한 기술료,Search
2016년에 수행되었던 과제 중에 동물질병 관련하여 수행한 과제 찾아주세요,Search
정승권 교수가 국군의무사령부에서 게재한 논문 알려주세요,Search
1995년에 수행되었던 논문 중에 다중반응검지법 관련하여 수행된 논문 보여주세요,Search
1993년에 수행된 과제 중에 계통수 관련하여 수행된 과제 찾아줘,Search
한국종축개량협회에서 수행한 연구과제 최근 2년치 궁금해,Search
2015년 한국항공대학교 장윤영 교수가 수행한 개화활성복합체 관련 연구과제를 알고싶어요,Search
2003년에 출원한 특허 중 감광성 고분자 관련되어 출원한 특허,Search
2010년에 수행한 인력양성 중 광합성 효율 관련하여 수행한 인력양성,Search
서울불교대학원대학교 소속 김순식 교수가 가장 최근 작성한 논문 알려줘,Search
코오롱플라스틱(주)에서 수행한 과제 중 가드레일 관련된 과제 목록 조회해줘,Search
2005년 막 전극 접합체 관련하여 발행한 논문은,Search
2009년에 출원한 특허 중 기하학적구조 관련하여 출원한 특허,Search
송석일 논문,Search
가장 최근에 한국핵융합에너지연구원 소속 정명옥 센터장이 수행한 연구과제 알려줘,Search
영신정공(주)에서 주관한 과제 중에서 타당성 조사와 관련있는 과제를 알고 싶습니다,Search
(주)원익큐엔씨에서 2015년부터 7년동안 수행한 과제 리스트 찾아봐줘,Search
2001년 대용량 데이터 처리 관련하여 수행한 논문은,Search
(주)대한뉴팜에서 2001년부터 2014년까지 수행한 과제 정보 알려줘,Search
작년 득원공업사에서 작성한 보고서 보여줘,Search
조선대학교 산학협력단 소속 장주웅 교수가 가장 최근 수행한 과제를 조회하고 싶습니다,Search
2006년에 발행된 논문 중 갱글리오시드 관련하여 발행된 논문 조회하고 싶어요,Search
1999년에 수행한 사업화 중 농산물직거래 관련하여 수행한 사업화 검색 요청,Search
2013년에 수행한 논문 중 대기질모델링 관련하여 수행한 논문,Search
2002년에 수행한 연수지원 중 관측 천문 관련하여 수행한 연수지원,Search
2008년에 수행된 과제 중에 계간축열 관련하여 수행된 과제를 조회하고싶어,Search
2003년에 출원된 특허 중 경구흡수율 관련하여 출원된 특허 알고싶어,Search
배영걸 논문,Search
국제백신연구소(IVI)에서 2014년도에 발간한 논문 리스트,Search
국방부 국방부군사편찬연구소에서 2016년도에 게재한 논문 찾아줘,Search
1998년부터 2018년까지 수행한 과제 중 라이프싸이클 관련하여 수행한 과제는,Search
2013년에 수행한 연수지원 중 디지털보호계전기 관련하여 수행한 연수지원,Search
김원영 연구원 작성 논문 검색,Search
2010년에 수행한 과제 중 나노 패터닝 관련하여 수행한 과제는,Search
최근 3년동안 출원한 특허 중 고체전해질 관련하여 출원한 특허 검색해줘,Search
2006년에 수행한 연수지원 중에 간섭관리 관련하여 수행한 연수지원,Search
익산시 농업기술센터에서 수행한 연구과제 최근 3년치 조회해줘,Search
윤대섭 논문,Search
이재원이 작성한 논문,Search
곡성군 농업기술센터에서 수행한 연구과제 중 최근 10년치 조회하고 싶어,Search
2002년에 수행한 과제 중에 나노구조 형성 관련하여 수행한 과제는,Search
손상혁 연구원 2001년에 참여 논문 열람,Search
2000년부터 2017년까지 수행된 연수지원 중 교육 관련하여 수행된 연수지원 조회 문의,Search
1997년에 수행한 과제 중에 단백질 흡착 관련하여 수행한 과제,Search
1997년에 출원되었던 지식재산권 중에 단백체 관련하여 출원된 지식재산권 보여주세요,Search
(주)셀트리온에서 2003년부터 3년간 수행한 과제 리스트,Search
1993년에 발생한 기술료 중에 가스 보일러 관련되어 발생한 기술료,Search
현대약품(주)에서 주관한 과제 중 가장 최근 알려줘,Search
2003년에 수행한 과제 중 간질성 폐질환 관련하여 수행한 과제는,Search
2019년부터 10년 동안 수행한 과제 중 마이크로 웨이브 관련하여 수행한 과제,Search
최근 10년동안 수행된 과제 중 고생물지리학 관련하여 수행된 과제를 검색하고 싶어요,Search
강남대학교가 수행한 담론분석 관련 연구과제는,Search
김해산업진흥의생명융합재단에서 수행한 연구과제 최근 4년치 찾아주세요,Search
2013년에 수행된 논문 중에 글라이코시데이즈 관련하여 수행된 논문 검색하고 싶어,Search
동아대학교 의료원 소속 정기영 교수가 가장 최근 작성한 논문을 조회하고 싶습니다,Search
2021년에 수행된 사업화 중 금지소송 관련하여 수행된 사업화 검색하고 싶어요,Search
1994년에 수행한 과제 중 동맥경화성 혈관질환 관련하여 수행한 과제는,Search
2015년부터 2020년까지 수행한 사업화 중 그라비어옵셋 관련하여 수행한 사업화는,Search
2002년에 수행된 과제 중에 근대인식 관련하여 수행된 과제 조회하고 싶어,Search
(주)이오테크닉스에서 2010년부터 3년 동안 수행한 과제 정보,Search
2010년 고체 염기 촉매 관련하여 수행한 사업화는,Search
1993년에 발행한 논문 중 라만분광법 관련하여 발행한 논문,Search
2010년에 발생된 기술료 중 간편조리식품 관련하여 발생된 기술료 보여주세요,Search
2018년에 발생한 기술료 중 마이크로웨이브 추출 관련하여 발생한 기술료,Search
2018년부터 5년 동안 수행한 과제 중 나트륨 운반 관련하여 수행한 과제는,Search
2022년에 수행된 사업화 중 규소 관련하여 수행된 사업화 조회하고싶어요,Search
2004년에 출원한 특허 중에 나노 다이아몬드 관련되어 출원한 특허,Search
1996년 고주파 열 치료 관련하여 수행한 사업화는,Search
한국군사시설연구소에서 2016년도에 발간한 논문 리스트,Search
2002년부터 2021년까지 출원된 특허 중 광학분할 관련하여 출원된 특허 알고싶어,Search
국립서울병원에서 수행한 연구과제 중 최근 5년치 과제 조회하고 싶습니다,Search
(주)비엔에이치에서 최근 7년 동안 수행한 과제의 리스트 조회,Search
대동공업(주)에서 1994년 1995년 수행한 과제 리스트 찾아주세요,Search
2007년에 수행한 과제 중에 광학현미경 관련하여 수행한 과제 보여주세요,Search
올해 IM디자인연구소에서 작성한 보고서 검색해줘,Search
(사단)한국직파농업협회에서 수행한 연구 과제 최근 10년치 과제를 찾고 있습니다,Search
2000년 기능성 줄기세포 치료제 관련하여 수행한 연수지원은,Search
2007년부터 7년 동안 발생한 기술료 중에 강제대류 열전달 관련하여 발생한 기술료,Search
동국대학교 경주캠퍼스 산학협력단에서 수행한 연구과제 최근 3년치 검색해주세요,Search
(주)광진기계에서 2004년부터 2020년까지 발생한 논문의 정보 문의,Search
2006년에 발행한 논문 중에 복합부위통증 증후군 관련하여 발행한 논문,Search
2017년에 수행한 사업화 중 고도산화기술 관련하여 수행한 사업화,Search
2008년에 수행된 과제 중 내부선량 관련하여 수행된 과제를 조회하고 싶어,Search
충청남도 계룡시청에서 수행한 연구과제 최근 3년치 조회,Search
2009년에 발생한 기술료 중 과실 품질 관련하여 발생한 기술료,Search
(주)다이모스에서 2017년부터 5년 동안 수행한 과제 리스트,Search
1996년에 수행된 논문 중에 가족회복력 관련하여 수행된 논문 검색해주세요,Search
올해 (주)산들네트웍스에서 수행한 과제,Search
2011년 기구 및 용기포장 관련하여 발생한 기술료는,Search
2001년에 발생한 기술료 중 급성 골수성 백혈병 관련하여 발생한 기술료는,Search
1996년에 수행한 사업화 중 강한전략적제휴 관련하여 수행한 사업화,Search
2016년부터 7년동안 출원한 특허 중 기하학적 왜곡 관련하여 출원한 특허,Search
(주)코미코에서 2004년에 수행한 과제 리스트,Search
1998년에 수행한 인력양성 중 계면결함 관련하여 수행한 인력양성,Search
작년 농업회사법인(주)푸드베리에서 수행한 과제 조회,Search
한솔기술원 2009년 2010년 2011년 과제 리스트 조회,Search
2012년에 발생한 기술료 중에 관리기술 관련하여 발생한 기술료,Search
2006년에 발생한 기술료 중에 과학탐구 관련하여 발생한 기술료를 조회하고싶어요,Search
(주)미코에서 최근 3년동안 수행한 연수지원의 목록 조회,Search
2011년에 수행한 과제 중 공중보건감시 관련하여 수행한 과제는,Search
작년 농업회사법인(주)케이앤바이오에서 수행한 과제 조회해 줘,Search
2019년에 수행한 과제 중에 개인용항공기 관련하여 수행한 과제를 보여주세요,Search
2006년에 수행한 과제 중 격자 부정합 관련되어 수행한 과제,Search
전주비전대학교 산학협력단 소속 이종렬 교수가 가장 최근 수행한 과제를 조회하고 싶습니다,Search
1997년부터 2007년까지 출원된 특허 중에 구름모형 관련하여 출원된 특허 찾기,Search
2017년에 발행되었던 논문 중 라이보솜 관련하여 발행한 논문 알려주세요,Search
(주)두산퓨얼셀에서 2022년부터 4년동안 수행한 과제 리스트,Search
2021년에 수행된 사업화 중 남극 관련하여 수행된 사업화 검색하고싶어요,Search
2022년에 수행되었던 과제 중에 딜레마 관련하여 수행한 과제 보여주세요,Search
가장 최근 한국전기연구원 소속 유수성 연구원이 수행한 연구과제,Search
2018년에 수행된 과제 중 내마모 관련하여 수행된 과제 알고싶어요,Search
1995년부터 2006년까지 발생된 기술료 중에 구조용재 관련하여 발생된 기술료 찾기,Search
2001년에 수행한 논문 중에 마이크로어레이분석 관련하여 수행한 논문,Search
2000년에 수행한 과제 중 기능성패널 관련하여 수행한 과제를 조회하고 싶어,Search
2015년에 출원된 특허 중 논의 관련하여 출원된 특허 찾아줘,Search
포항공과대학교 소속 심교문 교수가 가장 최근 작성한 논문 조회해 줘,Search
금호피앤비화학(주)에서 2021년 2022년 수행한 과제 리스트,Search
2021년에 수행된 사업화 중 계면화학 관련하여 수행된 사업화 검색하고싶어,Search
연암대학교 산학협력단 소속 김용석 교수가 가장 최근 수행한 과제를 조회하고 싶습니다,Search
작년 영농조합법인부성에서 수행한 과제 알고싶어,Search
2007년부터 2017년까지 수행된 과제 중 광변색성 관련하여 수행된 과제 알려줘,Search
(주)제인모터스에서 제출한 성과 중 최근 4년치 성과 조회해 줘,Search
2012년에 수행한 연수지원 중에 광학공명 관련하여 수행한 연수지원,Search
2018년에 발생되었던 기술료 중 마약 관련하여 발생한 기술료 조회하고싶어,Search
국립소록도병원에서 수행한 연구과제 중 최근 5년치 과제 조회하고 싶습니다,Search
작년 전남대학교 산학협력단에서 작성한 논문 조회해 줘,Search
(주)디알비동일에서 2018년부터 2020년까지 출원한 특허의 목록 조회 하고싶어,Search
최근 7년 동안 출원한 특허 중 동적제어 관련하여 출원한 특허 조회,Search
(주)케이씨씨건설에서 제출한 연구보고서 중 최근 3년치 연구보고서 조회해 줘,Search
2018년에 수행한 과제 중 내시경기기 관련하여 수행한 과제는,Search
2012년에 수행한 과제 중에 공업화건축 관련하여 수행한 과제는,Search
한국석회석신소재연구재단에서 제출한 연구보고서 중 최근 3년치 조회,Search
1994년에 수행한 과제 중 대두 가수분해물 관련 수행한 과제,Search
2020년에 출원한 특허 중에 겔배양 관련하여 출원한 특허,Search
2011년에 수행한 과제 중에 뇌하수체 호르몬 관련하여 수행한 과제,Search
2013년에 수행한 과제 중 단계적 진화 관련하여 수행한 과제는,Search
2004년에 수행한 사업화 중에 나선 구조 관련되어 수행한 사업화,Search
2000년에 수행되었던 연수지원 중 대립유전자 관련하여 수행된 연수지원 조회 요청합니다,Search
1997년에 수행되었던 인력양성 중 다이술파이드 관련하여 수행된 인력양성 보여주세요,Search
2012년에 발행되었던 논문 중 마운팅 관련하여 발행한 논문 조회하고 싶어요,Search
천연물과학연구소에서 2009년에 게재한 논문 찾아줘,Search
2006년에 발생한 기술료 중에 광증폭기 관련하여 발생한 기술료 검색,Search
2015년에 수행된 과제 중 내방사선 관련하여 수행된 과제를 찾아줘,Search
한국한의약진흥원에서 제출한 연구보고서 중 최근 3년치,Search
2022년에 수행한 인력양성 중 구조동역학 관련하여 수행한 인력양성,Search
임종수 작성한 논문,Search
최근 10년동안 수행한 인력양성 중에 간섭제거 관련하여 수행한 인력양성 조회해주세요,Search
송영주가 작성한 논문,Search
2021년에 수행한 과제 중 가스분무법 관련하여 수행한 과제는,Search
2004년부터 2021년까지 출원한 특허 중에 가치창조형엔지니어 관련하여 출원한 특허는,Search
가톨릭대학교 산학협력단 소속 김배용 교수가 가장 최근 수행한 과제를 조회하고 싶습니다,Search
2009년에 수행한 과제 중 기능성자기공명영상 관련하여 수행한 과제는,Search
2004년에 출원한 특허 중에 동작분석 관련하여 출원한 특허,Search
김광범 작성 논문,Search
오경택 교수가 (주)스칼라팍스트롯에서 등록한 논문 조회해주세요,Search
2020년부터 7년동안 발생한 논문 중에 근접장 위상 관련하여 발생한 논문,Search
2013년에 수행한 연수지원 중에 과다 발현 관련되어 수행한 연수지원,Search
한신대학교산학협력단에서 수행한 과제와 유발 논문 확인 가능한가요,Search
그리드스페이스(주)에서 등록한 연구보고서 중 최근 5년치 보여줘,Search
한국바스프 1998년 1999년 2000년 과제 목록 열람,Search
2010년부터 7년동안 수행한 사업화 중 가상인간 영어교사 관련하여 수행한 사업화,Search
올해 법무법인 로고스에서 수행한 과제 보여줘,Search
한국교육과정평가원에서 제출한 연구보고서 중 최근 3년치 조회,Search
남경호 본부장 2018년에 작성 논문 보기,Search
(재단)광양만권유아이티연구소에서 2002년도에 발간한 논문리스트,Search
(주)디비하이텍에서 2018년부터 4년동안 수행한 과제 리스트,Search
2004년에 수행한 과제 중에 다약제 내성 관련되어 수행한 과제,Search
2019년에 수행한 과제 중에 기능성나노입자 관련하여 수행한 과제는,Search
1999년에 발행되었던 논문 중에 단백질나노식품 관련하여 발행된 논문 검색하고 싶어요,Search
2021년에 수행한 사업화 중에 경사기능 조직 관련하여 수행한 사업화,Search
장대일 논문,Search
엘지이노텍(주) 2015년 2016년 2017년 과제 목록을 조회하고 싶습니다,Search
김진철 논문,Search
2017년에 수행한 과제 중에 구조 해석 관련하여 수행한 과제,Search
2010년부터 2012년까지 발생한 기술료 리스트 문의합니다,Search
(사단)한국건물에너지기술원에서 2004년도에 게재한 논문 조회해줘,Search
2002년에 수행된 과제 중 녹색의료 관련하여 수행된 과제 알려줘,Search
최근 5년 동안 수행한 과제 중에 가상 자아 관련하여 수행한 과제는,Search
2016년에 수행한 사업화 중에 나노금속입자 관련하여 수행한 사업화,Search
2004년에 수행한 인력양성 중 국가 전략 관련하여 수행한 인력양성,Search
울란바타르대학교 소속 정치영 교수가 가장 최근 작성한 논문 알려줘,Search
2009년부터 2014년까지 수행한 인력양성 정보 문의합니다,Search
남양유업(주)에서 수행한 연구과제 최근 3년치 검색해주세요,Search
한국클라우드컴퓨팅연구조합 1995년 1996년 1997년 과제 목록 열람,Search
2004년에 수행한 사업화 중 단백질 공학 관련되어 수행한 사업화,Search
(사단)한국군사시설연구소에서 2019년도에 발간한 논문리스트 조회해주세요,Search
문형곤 논문,Search
2007년에 발생된 기술료 중 기술투자 관련하여 발생된 기술료 알고싶어,Search
1998년부터 2020년까지 수행한 과제 중에 가족 수발자 관련하여 수행한 과제는,Search
2017년에 수행된 연수지원 중 글루테닌 관련하여 수행된 연수지원 보여주세요,Search
1993년에 발행한 논문 중에 노화 조직 DNA 관련하여 발행한 논문은,Search
2020년에 수행한 과제 중 마이크로커널 관련하여 수행한 과제를 조회하고 싶어,Search
1994년에 발생되었던 기술료 중 동결주조 관련하여 발생된 기술료 찾아줘,Search
2005년에 출원한 특허 중에 개발 프로세스 관련하여 출원한 특허,Search
2002년에 수행된 사업화 중에 균주 관련하여 수행된 사업화 알려줘,Search
2009년에 출원된 특허 중에 냉각팬 관련하여 출원된 특허 찾아줘,Search
이성경 논문,Search
2008 2010 2013년 (주)한라산업개발에서 수행한 연수지원의 총 수 보여줘,Statistics
(주)현대그린푸드의 사업화 개수가 알고싶어,Statistics
더하일테크의 1996년부터 10년동안 과제의 총 수는 어떻게 되지,Statistics
1993년 식품의약품안전처에서 수행한 과제의 연구비 총액을 보여주세요,Statistics
한국표준과학연구원의 2008년부터 7년동안 과제 연구비 총액 보여줄 수 있어,Statistics
한국노동연구원에서 최근 5년동안 수행한 과제 개수의 차이는 어떻게 되지,Statistics
(주)단석산업에서 수행한 과제의 건수를 보여주세요,Statistics
1998 2003년 (주)미림에서 수행한 과제의 연구비 총액이 궁금해요,Statistics
2005년도부터 대구에서 발생했던 성과들의 건수는,Statistics
보건복지부에서 최근 3년 동안 발생한 기술료 건수 평균이 보고싶어요,Statistics
1999 2012년 화인케미칼(주)에서 출원한 특허 개수가 보고싶어요,Statistics
한국에너지기술연구원에서 수행한 과제 중에 2000년에 수행한 과제의 연구비 총액 말해줘,Statistics
충청북도축산위생연구소에서 수행한 과제 중 2000년에 수행한 과제 연구비 총액 말해줘,Statistics
The State University of New York의 최근 3년 동안 수행한 과제의 개수는,Statistics
대구사이버대학교의 최근 3년 동안 수행한 사업화의 건수 말해줘,Statistics
농촌진흥청에서 수행한 과제의 연구비 총액이 궁금해,Statistics
최근 5년 동안 대구에서 진행하였던 성과들의 성과별 개수,Statistics
구미전자정보기술원에서 2020년부터 3년 동안 수행한 과제 개수의 평균이 궁금해,Statistics
(주)넥스틸의 최근 3년 동안 논문의 총 수 말해주세요,Statistics
영진약품공업(주)에서 수행한 연수지원 중 1995년에 수행한 연수지원 건수 말해줘,Statistics
세브란스병원에서 발생한 2007년 성과와 2014년 성과 건수 평균을 보여주세요,Statistics
2012년부터 3년 동안 (주)원익아이피에스에서 수행한 연수지원의 총 수 보여줄 수 있어,Statistics
2005년 서울특별시 발행 논문 개수,Statistics
우광테크에서 수행한 2008년 과제와 2009년 과제 건수 평균 말해주세요,Statistics
농림수산식품부에서 최근 7년동안 수행한 과제의 개수 평균은,Statistics
삼익THK(주)에서 발행한 논문 중 2005년에 발행한 논문 개수는 어떻게 되지,Statistics
1999 2011년 한국유공압시스템에서 수행한 논문 건수 말해줘,Statistics
(주)엔에스쇼핑의 최근 3년동안 수행한 과제 개수가 궁금해,Statistics
최근 5년 동안 한온시스템이에프피코리아(주)에서 수행한 연수지원의 총 수를 보여주세요,Statistics
(주)싱크스페이스의 1999년부터 3년 동안 인력양성의 건수가 알고싶어,Statistics
(주)디피아이홀딩스의 논문의 총 수는,Statistics
(주)삼안의 과제 연구비 합계 보여줄 수 있어,Statistics
2000년부터 2014년까지 대한사료(주)에서 수행한 사업화 개수 보여주세요,Statistics
경인지방식품의약품안전청의 2018년부터 7년간 사업화의 총 수 알려줘,Statistics
1993년 법무법인 (유한)화우에서 수행한 과제 개수 알려주세요,Statistics
최근 5년동안 가온미디어(주)에서 수행한 과제 개수 알려줘,Statistics
(재단)부산정보산업진흥원의 2015년부터 5년간 수행한 과제 연구비 총액 알려줘,Statistics
와이솔의 기술료의 건수 보여줄 수 있어,Statistics
충청북도동물위생시험소에서 수행한 연수지원 중에 1994년에 수행한 연수지원의 총 수가 궁금해,Statistics
(주)화성써모에서 수행한 과제 중에 2018년에 수행한 과제의 연구비 총액 보여줘,Statistics
최근 10년동안 콜마비앤에이치(주)에서 수행한 과제의 연구비 평균이 궁금해요,Statistics
2004년부터 2011년까지 와이어바알리에서 수행한 과제 개수가 보고싶어,Statistics
1993년부터 2020년까지 경북대학교 병원에서 수행한 논문 건수 알려주세요,Statistics
(주)에어로닉스에서 수행한 인력양성 중에 2015년에 수행한 인력양성의 총 수가 보고싶어요,Statistics
(주)럭키금속의 기술료의 총 수가 알고싶어,Statistics
농촌진흥청에서 수행한 과제 중에 1994년에 수행한 과제의 연구비 총액 말해줘,Statistics
(주)다보링크에서 수행한 연수지원 중 1999년에 수행한 연수지원 개수 말해줘,Statistics
2008 2015년 계명 문화 대학에서 발생한 기술료 개수가 알고싶어,Statistics
와이솔에서 발생한 기술료의 건수가 궁금해요,Statistics
2002년부터 2012년까지 (주)안랩에서 수행한 연수지원의 개수가 궁금해요,Statistics
1994년 기업별 연수지원의 개수,Statistics
용현비엠의 2011년부터 3년동안 특허의 총 수 보여줘,Statistics
전남과학대학교 산학협력단에서 수행한 사업화의 총 수가 궁금해,Statistics
최근 5년 동안 세브란스병원에서 출원한 특허의 건수 보여줘,Statistics
(주)비에스리서치에서 수행한 과제 중에 1996년에 수행한 과제의 연구비 평균 금액이 보고싶어,Statistics
이엔이에서 2011년부터 3년동안 수행한 연수지원 개수 차이가 보고싶어요,Statistics
(주)마이크로진에서 수행한 연수지원 중에 2012년에 수행한 연수지원의 총 수가 보고싶어,Statistics
강원도축산기술연구센터의 최근 3년동안 수행한 연구과제 연구비 합계는 어떻게 되지,Statistics
이화여자대학교 의료원에서 1998년부터 5년동안 수행한 과제 건수의 차이 알려줘,Statistics
(주)아이벡스메디칼시스템즈에서 수행한 2006년 과제와 2018년 과제 건수 차이 알려줘,Statistics
2003년부터 7년 동안 (주)국림엔지니어링에서 수행한 과제의 건수 말해주세요,Statistics
해양수산부 목포지방 해양수산청의 논문 총 수를 보여주세요,Statistics
2000년 (주)사이넥스에서 발생한 기술료 총 수가 궁금해요,Statistics
최근 7년 동안 그리스도대학교에서 발행한 논문의 총 수 보여줄 수 있어,Statistics
경북대학교 산학협력단에서 1997년부터 5년동안 수행한 사업화 건수의 차이 말해줘,Statistics
2014년도 기업별 과제 연구비 합계,Statistics
2002년도 기업별 인력양성의 개수 어떻게 되니,Statistics
홀리테크에서 최근 10년 동안 수행한 인력양성 건수 평균이 궁금해,Statistics
1998년부터 2007년까지 (주)태광실업에서 수행한 사업화 건수 보여줘,Statistics
웨스트민스터신학대학원대학교에서 수행했던 2009년 성과와 2019년 성과 건수 평균은,Statistics
2013 2018년 The University of Michigan에서 수행한 사업화 총 수 말해주세요,Statistics
2003년부터 3년 동안 (주)메버릭시스템에서 수행한 과제 총 수가 보고싶어요,Statistics
올해 (사단)한국소비자교육지원센터에서 수행한 인력양성 총 수,Statistics
(주)대우상용차의 최근 10년 동안 출원한 특허 개수가 궁금해요,Statistics
(주)원익아이피에스의 2012년부터 3년 동안 수행한 연수지원의 총 수 보여주세요,Statistics
2004년부터 3년 동안 (주)키데코에서 출원한 특허의 개수가 알고싶어,Statistics
2007년도에 정완바이오플렉스케어에서 수행한 과제 연구비 총액이 궁금해,Statistics
(유)목우촌에서 수행한 인력양성 중에 2004년에 수행한 인력양성의 건수 알려주세요,Statistics
모담코리아에서 최근 7년 동안 발생한 논문의 개수 평균 보여주세요,Statistics
환경부에서 수행한 2004년 성과와 2011년 성과 개수의 차이는,Statistics
2008 2020년 한라대학교 산학협력단에서 수행한 사업화 건수는,Statistics
2004년 기업별 지식재산권의 개수 보여줄 수 있어,Statistics
국립수산물품질관리원에서 최근 3년동안 수행한 연수지원 건수 차이 말해주세요,Statistics
(주)코빅푸드에서 2021년부터 3년동안 수행한 논문의 개수 차이 보여줄 수 있어,Statistics
농촌진흥청에서 최근 5년간 수행한 과제의 건수 차이가 궁금해요,Statistics
(재단)막스플랑크한국포스텍연구소에서 발행한 논문 중 2017년에 발행한 논문 개수를 보여주세요,Statistics
2009년 여주군농업기술센터에서 수행한 인력양성의 총 수가 보고싶어요,Statistics
GenomicWorks에서 수행한 인력양성 총 수 알려줘,Statistics
모담코리아의 1997년부터 3년 동안 발행한 논문의 총 수 알려줘,Statistics
인천광역시 수산자원연구소의 최근 7년 동안 수행한 연수지원 총 수 보여줘,Statistics
(주)소화의 논문의 개수를 보여주세요,Statistics
농촌진흥청작물과학원영남농업연구소의 최근 10년동안 인력양성 총 수 말해줘,Statistics
2004 2005년 (재)차세대융합기술연구원에서 발생한 기술료의 개수 말해줘,Statistics
김천시 농업기술센터의 최근 7년 동안 수행한 인력양성의 개수가 알고싶어,Statistics
2015년도 (주)에어로닉스에서 수행한 인력양성의 총 수를 보여주세요,Statistics
(주)엠에스씨에서 수행했던 1999년 과제와 2019년 과제 개수 차이가 보고싶어,Statistics
국립한국교통대학교에서 발생한 2004년 성과와 2017년 성과 개수의 평균 알려주세요,Statistics
(주)엑사이엔씨에서 수행한 인력양성의 총 수는,Statistics
2010년 국립재난안전연구원에서 출원한 특허의 건수 말해주세요,Statistics
2017년 기업별 특허 개수 보고싶어,Statistics
1999년부터 2001년까지 (주)희성화학에서 수행한 과제 연구비 합계 알려주세요,Statistics
2018년도 아진산업(주)에서 발생한 기술료의 총 수 알려줘,Statistics
농업회사법인제주바이오팜(주)의 최근 10년 동안 수행한 인력양성 건수 보여줄 수 있어,Statistics
해양경찰연구센터에서 발생했던 2003년 성과와 2018년 성과 건수의 평균이 궁금해,Statistics
1996년부터 2014년까지 (주)지엠대우오토앤테크놀로지에서 수행한 연구과제 연구비 평균은,Statistics
전남과학대학교산학협력단에서 최근 7년 동안 발생한 논문의 개수 평균 알려줘,Statistics
2009년부터 2018년까지 피오비에서 출원한 특허 총 수가 보고싶어요,Statistics
국립문화재연구소에서 최근 7년동안 수행한 과제의 개수 차이가 보고싶어요,Statistics
영농조합법인 녹원축산에서 1994년부터 10년 동안 수행한 사업화의 개수 평균은 어떻게 되지,Statistics
최근 10년 동안 (주)서울반도체에서 발생되었던 성과의 성과별 건수는,Statistics
대원제약(주)의 기술료 개수가 궁금해요,Statistics
한국과학기술원에서 수행한 과제 중에 2006년에 수행한 과제의 연구비 총액 말해줘,Statistics
(주)큐브엔씨에서 최근 10년 동안 수행한 연수지원의 개수 평균은,Statistics
에스앤티모티브에서 수행한 연수지원 중에 1993년에 수행한 연수지원의 개수를 보여주세요,Statistics
한국보건사회연구원에서 진행된 2003년 성과와 2021년 성과 개수의 차이가 알고싶어,Statistics
작년 (주) 비엠인터내셔널에서 수행한 과제 연구비 평균,Statistics
2002년부터 2014년까지 (주)귀뚜라미범양냉방에서 수행한 연수지원의 건수 말해주세요,Statistics
해양수산부 목포지방 해양수산청에서 수행한 1993년 과제와 2019년 과제 건수 평균이 궁금해,Statistics
최근 5년동안 (주)신라젠에서 수행한 연수지원의 개수가 알고싶어,Statistics
(주)한라산업개발에서 수행한 연수지원 중에 2000년에 수행한 연수지원의 총 수를 보여주세요,Statistics
University of Gothenburg의 최근 3년 동안 발행한 논문 총 수는 어떻게 되지,Statistics
한국식품연구원에서 지난해 수행한 과제의 연구비 평균,Statistics
